Name;Author;Date;Rating Value;Rating Count;Preparation Time;Cooking Time;Category;Cuisine;Ingredients;Ingredients_Raw;Instructions;Cooking Methods;Implements;Number of steps;Servings;Nutrition;URL
Lemon Oatmeal Bars;Michael J Varro;26/03/2025;4.0;1.0;10.0;35.0;['Dessert'];['American'];[{'ingredient': 'spray', 'quantity': '', 'unit': 'cooking', 'misc': ''}, {'ingredient': 'brown sugar', 'quantity': '1', 'unit': 'cup', 'misc': ''}, {'ingredient': 'unsalted butter', 'quantity': '0.5', 'unit': 'cup', 'misc': 'softened'}, {'ingredient': 'all-purpose flour', 'quantity': '1.3333333730698', 'unit': 'cups', 'misc': ''}, {'ingredient': 'rolled oats', 'quantity': '1', 'unit': 'cup', 'misc': ''}, {'ingredient': 'baking powder', 'quantity': '1', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'salt', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'condensed milk', 'quantity': '1', 'unit': '', 'misc': '14 ounce'}, {'ingredient': 'lemon juice', 'quantity': '0.25', 'unit': 'cup', 'misc': ''}, {'ingredient': 'lemon extract', 'quantity': '1', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'almond extract', 'quantity': '1', 'unit': 'teaspoon', 'misc': ''}];['cooking spray', '1 cup brown sugar', '0.5 cup unsalted butter, softened', '1.3333333730698 cups all-purpose flour', '1 cup rolled oats', '1 teaspoon baking powder', '0.5 teaspoon salt', '1 (14 ounce) can condensed milk', '0.25 cup lemon juice', '1 teaspoon lemon extract', '1 teaspoon almond extract'];['Preheat the oven to 350 degrees F (175 degrees C). Spray an 8-inch square baking pan with cooking spray.', 'Mix brown sugar and butter in a large bowl until combined. Mix flour, oats, baking powder, and salt together in a separate bowl. Add to butter mixture and mix until combined. Press half of the oat mixture in the bottom of the prepared pan.', 'Bake in the preheated oven until golden brown, about 15 minutes.', 'While crust is baking, mix condensed milk, lemon juice, lemon extract, and almond extract in a small bowl.', 'Pour lemon mixture over the baked crust and spread evenly. Top with remaining oat mixture and gently pat into lemon mixture.', 'Return to the oven and bake until filling has set and top crust is golden brown, about 20 minutes.', 'Remove from the oven and place on a wire rack to cool completely, about 30 minutes. Place in the refrigerator until chilled, about 2 hours. Cut into 16 bars.'];['bake'];['pan', 'oven'];7.0;['16', '16 bars'];{'Calories': '224 kcal', 'Carbohydrates': '34 g', 'Cholesterol': '24 mg', 'Fiber': '1 g', 'Protein': '4 g', 'Saturated Fat': '5 g', 'Sodium': '178 mg', 'Sugar': '22 g', 'Fat': '8 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/282080/lemon-oatmeal-bars/
Pan-Braised Chicken with Vegetables in Balsamic-Cream Sauce;Bibi;26/03/2025;4.8;5.0;20.0;40.0;['Dinner'];['Mediterranean Inspired', 'American'];[{'ingredient': 'boneless', 'quantity': '1.5', 'unit': 'pounds', 'misc': 'skinless chicken thighs'}, {'ingredient': 'and black pepper to taste', 'quantity': '', 'unit': 'salt', 'misc': 'ground'}, {'ingredient': 'italian seasoning', 'quantity': '1', 'unit': 'teaspoon', 'misc': 'divided'}, {'ingredient': 'extra-virgin olive oil', 'quantity': '2', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'onion', 'quantity': '1', 'unit': 'cup', 'misc': 'chopped'}, {'ingredient': 'mushrooms', 'quantity': '2', 'unit': 'cups', 'misc': 'chopped'}, {'ingredient': 'garlic', 'quantity': '1', 'unit': 'tablespoon', 'misc': 'minced'}, {'ingredient': 'chicken broth', 'quantity': '0.25', 'unit': 'cup', 'misc': ''}, {'ingredient': 'roma tomatoes', 'quantity': '6', 'unit': 'medium', 'misc': 'seeded and chopped peeled'}, {'ingredient': 'roughly spinach', 'quantity': '1.5', 'unit': 'cups', 'misc': 'chopped fresh'}, {'ingredient': 'heavy cream', 'quantity': '0.5', 'unit': 'cup', 'misc': 'or to taste'}, {'ingredient': 'balsamic vinegar', 'quantity': '1', 'unit': 'tablespoon', 'misc': ''}, {'ingredient': 'shaved parmesan cheese', 'quantity': '2', 'unit': 'tablespoons', 'misc': 'or to taste'}];['1.5 pounds boneless, skinless chicken thighs', 'salt and ground black pepper to taste', '1 teaspoon Italian seasoning, divided', '2 tablespoons extra-virgin olive oil', '1 cup chopped onion', '2 cups chopped mushrooms', '1 tablespoon minced garlic', '0.25 cup chicken broth', '6 medium Roma tomatoes - peeled, seeded, and chopped', '1.5 cups roughly chopped fresh spinach', '0.5 cup heavy cream, or to taste', '1 tablespoon balsamic vinegar', '2 tablespoons shaved Parmesan cheese, or to taste'];['Spread chicken thighs on a clean work surface. Pat dry with paper towels and season both sides with salt and pepper. Sprinkle 1/2 of the Italian seasoning all over them.', 'Heat oil in a 12-inch nonstick skillet over medium-high heat. Add chicken thighs and brown for 3 minutes per side. Remove chicken to a plate and keep warm.', 'Add onions to the same skillet and stir up any browned bits from the bottom of the pan. Cook, stirring occasionally, until onions just start to become tender, 3 to 5 minutes. Add mushrooms and cook until they begin to soften, about 4 minutes. Stir in garlic and remaining Italian seasoning. Taste and adjust salt and pepper. Cook and stir for 1 minute.', 'Add chicken broth and return chicken thighs to the skillet. Reduce heat to low, cover, and cook until chicken juices run clear, about 15 minutes. An instant-read thermometer should read 165 degrees F (74 degrees C). Remove chicken to a cutting board and cut into bite-sized pieces.', 'Return chicken to the skillet and increase heat to medium. Add tomatoes and spinach. Cook and stir until tomatoes are heated through and spinach is tender, but still bright green, about 3 minutes.', 'Stir in 1/2 cup heavy cream and balsamic vinegar  bring to a gentle boil. Cook and stir for 3 minutes. If you prefer a creamier sauce, add more cream. Serve with shaved Parmesan cheese.'];['boil', 'reduce'];['thermometer', 'pan', 'skillet', 'cutting board'];6.0;['6', '6 servings'];{'Calories': '300 kcal', 'Carbohydrates': '7 g', 'Cholesterol': '99 mg', 'Fiber': '2 g', 'Protein': '22 g', 'Saturated Fat': '8 g', 'Sodium': '161 mg', 'Sugar': '3 g', 'Fat': '21 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/283236/pan-braised-chicken-with-vegetables-in-balsamic-cream-sauce/
Camping Pasta with Clam Sauce;fabeveryday;26/03/2025;4.0;5.0;10.0;26.0;['Dinner'];['American'];[{'ingredient': 'linguine pasta', 'quantity': '1', 'unit': '', 'misc': '16 ounce'}, {'ingredient': 'onion', 'quantity': '1.5', 'unit': 'tablespoons', 'misc': 'dried minced'}, {'ingredient': 'seafood seasoning', 'quantity': '1', 'unit': 'tablespoon', 'misc': 'such as old bay®'}, {'ingredient': 'oregano', 'quantity': '1', 'unit': 'teaspoon', 'misc': 'dried'}, {'ingredient': 'basil', 'quantity': '1', 'unit': 'teaspoon', 'misc': 'dried'}, {'ingredient': 'garlic powder', 'quantity': '1', 'unit': 'pinch', 'misc': 'or to taste'}, {'ingredient': 'red pepper flakes', 'quantity': '1', 'unit': 'pinch', 'misc': ''}, {'ingredient': 'and black pepper to taste', 'quantity': '', 'unit': 'salt', 'misc': 'ground'}, {'ingredient': 'olive oil', 'quantity': '2', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'clams juice', 'quantity': '2', 'unit': '', 'misc': '65 ounce chopped with'}, {'ingredient': 'mushrooms', 'quantity': '1', 'unit': '', 'misc': 'drained 8 ounce sliced'}, {'ingredient': 'parsley', 'quantity': '2', 'unit': 'teaspoons', 'misc': 'dried'}];['1 (16 ounce) package linguine pasta', '1.5 tablespoons dried minced onion', '1 tablespoon seafood seasoning (such as Old Bay®)', '1 teaspoon dried oregano', '1 teaspoon dried basil', '1 pinch garlic powder, or to taste', '1 pinch red pepper flakes', 'salt and ground black pepper to taste', '2 tablespoons olive oil', '2 (6.5 ounce) cans chopped clams with juice', '1 (8 ounce) can sliced mushrooms, drained', '2 teaspoons dried parsley'];['Bring a large pot of lightly salted water to a boil. Cook linguine at a boil until tender yet firm to the bite, about 11 minutes. Drain.', 'Combine minced onion, seafood seasoning, oregano, basil, garlic powder, red pepper flakes, salt, and pepper in a bowl.', 'Heat olive oil in a saucepan over medium-high heat. Add onion mixture  cook, stirring constantly, until fragrant, about 1 minute. Stir in mushrooms to coat with onion mixture. Add clams with juice. Bring to a simmer  reduce heat and simmer until flavors combine, about 5 minutes.', 'Toss clam sauce with pasta in a large bowl. Top with dried parsley.'];['boil', 'simmer', 'reduce'];['saucepan', 'pot'];4.0;['4', '4 servings'];{'Calories': '624 kcal', 'Carbohydrates': '92 g', 'Cholesterol': '62 mg', 'Fiber': '6 g', 'Protein': '40 g', 'Saturated Fat': '2 g', 'Sodium': '796 mg', 'Sugar': '6 g', 'Fat': '12 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/258357/camping-pasta-with-clam-sauce/
Peanut Sesame Chicken Wings;Reynolds KitchensR;26/03/2025;4.6;8.0;30.0;20.0;['Appetizer', 'Snack'];['American'];[{'ingredient': 'non-stick foil', 'quantity': '', 'unit': 'reynolds', 'misc': 'wrap®'}, {'ingredient': 'wings', 'quantity': '12', 'unit': 'chicken', 'misc': ''}, {'ingredient': 'creamy peanut butter', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'water', 'quantity': '0.33333334326744', 'unit': 'cup', 'misc': ''}, {'ingredient': 'lime juice', 'quantity': '2', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'reduced-sodium soy sauce', 'quantity': '2', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'honey', 'quantity': '1', 'unit': 'tablespoon', 'misc': ''}, {'ingredient': 'toasted sesame oil', 'quantity': '1', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'ginger', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': 'ground'}, {'ingredient': 'clove garlic', 'quantity': '1', 'unit': 'small', 'misc': ''}, {'ingredient': 'cilantro leaves', 'quantity': '1', 'unit': 'tablespoon', 'misc': 'packed fresh'}, {'ingredient': 'sesame seeds', 'quantity': '1', 'unit': 'tablespoon', 'misc': 'toasted'}];['Reynolds Wrap® Non-Stick Foil', '12 chicken wings', '0.5 cup creamy peanut butter', '0.33333334326744 cup water', '2 tablespoons lime juice', '2 tablespoons reduced-sodium soy sauce', '1 tablespoon honey', '1 teaspoon toasted sesame oil', '0.5 teaspoon ground ginger', '1 small clove garlic', '1 tablespoon fresh cilantro leaves, packed', '1 tablespoon sesame seeds, toasted'];['Preheat broiler. Line a 15x10x1-inch baking pan with Reynolds Wrap® Non-Stick Foil*. Set pan aside.', 'Cut off and discard tips of chicken wings. Cut wings at joints to form 24 pieces. Put wing pieces into a large bowl set aside.', 'Combine the peanut butter, water, lime juice, soy sauce, honey, sesame oil, ginger, and garlic in a food processor or a blender. Cover and process or blend until smooth. Remove 1/3 cup of the sauce add it to the chicken wings and stir to coat evenly. Add the cilantro to the remaining sauce in the food processor or blender and process or blend until combined. Set aside. Arrange chicken pieces in a single layer in prepared pan.', 'Broil wings 4 to 5 inches from the heat for 10 minutes. Turn wings. Broil about 10 minutes more or until tender and brown. Drain off fat.', 'Place wings on a platter to serve, sprinkle with sesame seeds, and serve with the reserved peanut sauce.'];['broil'];['food processor', 'pan', 'blender'];5.0;['8', '8 servings'];{'Calories': '156 kcal', 'Carbohydrates': '7 g', 'Cholesterol': '16 mg', 'Fiber': '1 g', 'Protein': '10 g', 'Saturated Fat': '2 g', 'Sodium': '225 mg', 'Sugar': '4 g', 'Fat': '11 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/242435/peanut-sesame-chicken-wings/
Pumpkin-Dark Chocolate Chip Muffins;Cactus Kim's Kitchen;26/03/2025;4.7;42.0;15.0;15.0;['Bread'];['American'];[{'ingredient': 'spray', 'quantity': '', 'unit': 'cooking', 'misc': ''}, {'ingredient': 'all-purpose flour', 'quantity': '1.25', 'unit': 'cups', 'misc': ''}, {'ingredient': 'whole wheat flour', 'quantity': '1', 'unit': 'cup', 'misc': ''}, {'ingredient': 'cinnamon', 'quantity': '2', 'unit': 'teaspoons', 'misc': 'ground'}, {'ingredient': 'ginger', 'quantity': '1.5', 'unit': 'teaspoons', 'misc': 'ground'}, {'ingredient': 'baking soda', 'quantity': '1.5', 'unit': 'teaspoons', 'misc': ''}, {'ingredient': 'nutmeg', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': 'ground'}, {'ingredient': 'allspice', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': 'ground'}, {'ingredient': 'salt', 'quantity': '0.25', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'brown sugar', 'quantity': '1', 'unit': 'cup', 'misc': 'packed'}, {'ingredient': 'canned pumpkin', 'quantity': '1', 'unit': 'cup', 'misc': ''}, {'ingredient': 'soy milk', 'quantity': '0.33333334326744', 'unit': 'cup', 'misc': ''}, {'ingredient': 'vegetable oil', 'quantity': '0.33333334326744', 'unit': 'cup', 'misc': ''}, {'ingredient': 'molasses', 'quantity': '0.25', 'unit': 'cup', 'misc': ''}, {'ingredient': 'eggs', 'quantity': '2', 'unit': 'large', 'misc': ''}, {'ingredient': 'vanilla extract', 'quantity': '1', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'chocolate chips', 'quantity': '1', 'unit': 'cup', 'misc': ''}];['cooking spray', '1.25 cups all-purpose flour', '1 cup whole wheat flour', '2 teaspoons ground cinnamon', '1.5 teaspoons ground ginger', '1.5 teaspoons baking soda', '0.5 teaspoon ground nutmeg', '0.5 teaspoon ground allspice', '0.25 teaspoon salt', '1 cup packed brown sugar', '1 cup canned pumpkin', '0.33333334326744 cup soy milk', '0.33333334326744 cup vegetable oil', '0.25 cup molasses', '2 large eggs', '1 teaspoon vanilla extract', '1 cup chocolate chips'];['Preheat oven to 400 degrees F (200 degrees C). Spray 18 muffin cups with cooking spray or line with paper liners.', 'Whisk all-purpose flour, whole wheat flour, cinnamon, ginger, baking soda, nutmeg, allspice, and salt together in a bowl  form a well in the center.', 'Stir brown sugar, pumpkin, soy milk, oil, molasses, eggs, and vanilla extract together in a separate bowl until well mixed. Pour brown sugar mixture into the well of the flour mixture and stir until batter is just combined  fold in chocolate chips. Spoon batter into the prepared muffin cups.', 'Bake in the preheated oven until a toothpick inserted into the center of a muffin comes out clean, about 15 minutes. Remove muffins from pan immediately and cool completely on a wire rack.'];['bake'];['pan', 'oven', 'whisk'];4.0;['18', '18 muffins'];{'Calories': '213 kcal', 'Carbohydrates': '35 g', 'Cholesterol': '21 mg', 'Fiber': '2 g', 'Protein': '3 g', 'Saturated Fat': '2 g', 'Sodium': '187 mg', 'Sugar': '20 g', 'Fat': '8 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/235220/pumpkin-dark-chocolate-chip-muffins/
Baked Fennel with Gorgonzola;Christine L;26/03/2025;3.8;8.0;0.0;0.0;['Dinner', 'Side Dish'];['American'];[{'ingredient': 'fennel', 'quantity': '4', 'unit': 'bulbs', 'misc': 'untrimmed'}, {'ingredient': 'chicken broth', 'quantity': '1.75', 'unit': 'cups', 'misc': ''}, {'ingredient': 'gorgonzola cheese', 'quantity': '4', 'unit': 'ounces', 'misc': ''}, {'ingredient': 'bread crumbs', 'quantity': '2', 'unit': 'tablespoons', 'misc': 'dried'}, {'ingredient': 'to taste', 'quantity': '', 'unit': 'salt', 'misc': ''}];['4 bulbs fennel, untrimmed', '1.75 cups chicken broth', '4 ounces Gorgonzola cheese', '2 tablespoons dried bread crumbs', 'salt to taste'];['Rinse fennel. Trim off stems, and reserve about 1 cup of the tender green leaves. Trim any bruises or dry looking areas from fennel. Cut each bulb in half from stem through root end.', 'Lay fennel bulb pieces in a 10 inch frying pan, and add broth. Cover, and bring to a boil on high heat. Simmer until fennel is tender when pierced, 20 to 25 minutes. Transfer fennel to a shallow casserole, 9 to 10 inched wide  lay cut side up.', 'Boil broth, uncovered, on high heat until reduced to about 1/2 cup. Stir in about half the fennel leaves. Spoon mixture evenly over fennel.', 'Mash cheese with bread crumbs. Dot mixture evenly over fennel. If making ahead, cover and chill up to 1 day. Also wrap remaining fennel leaves in a towel, seal in a plastic bag, and chill.', 'Bake casserole, uncovered, at 375 degrees F (190 degrees C) until cheese begins to brown and fennel is hot, about 20 minutes. Tuck remaining leaves around fennel. Season to taste with salt.'];['bake', 'boil', 'simmer'];['pan', 'frying pan'];5.0;['8', '8 servings'];{'Calories': '101 kcal', 'Carbohydrates': '10 g', 'Cholesterol': '15 mg', 'Fiber': '4 g', 'Protein': '6 g', 'Saturated Fat': '3 g', 'Sodium': '380 mg', 'Sugar': '0 g', 'Fat': '5 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/13515/baked-fennel-with-gorgonzola/
Chicken Tomatillo Soup;Yoly;26/03/2025;4.7;3.0;20.0;50.0;['Lunch'];['Mexican Inspired', 'American'];[{'ingredient': 'olive oil', 'quantity': '1', 'unit': 'tablespoon', 'misc': ''}, {'ingredient': 'onion', 'quantity': '0.5', 'unit': 'medium', 'misc': 'chopped'}, {'ingredient': 'hatch chile peppers', 'quantity': '1', 'unit': '', 'misc': '4 ounce'}, {'ingredient': 'garlic', 'quantity': '2', 'unit': 'cloves', 'misc': 'minced'}, {'ingredient': 'tomatillos', 'quantity': '1', 'unit': 'pound', 'misc': 'husked and chopped fresh'}, {'ingredient': 'chicken broth', 'quantity': '1', 'unit': '', 'misc': '145 ounce'}, {'ingredient': 'tomatoes and green chiles', 'quantity': '1', 'unit': '', 'misc': '10 ounce such as rotel® diced'}, {'ingredient': '', 'quantity': '1', 'unit': 'pound', 'misc': 'shredded chicken breast cooked'}, {'ingredient': 'pinto beans', 'quantity': '1', 'unit': '', 'misc': 'rinsed and drained 15 ounce'}, {'ingredient': 'cream-style corn', 'quantity': '1', 'unit': '', 'misc': '1475 ounce'}, {'ingredient': 'taco seasoning mix', 'quantity': '1.5', 'unit': 'teaspoons', 'misc': ''}, {'ingredient': 'chicken soup base', 'quantity': '1.5', 'unit': 'teaspoons', 'misc': 'such as better than bouillon®'}, {'ingredient': 'cumin', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': 'ground'}, {'ingredient': 'and black pepper to taste', 'quantity': '', 'unit': 'salt', 'misc': 'ground'}];['1 tablespoon olive oil', '0.5 medium onion, chopped', '1 (4 ounce) can Hatch chile peppers', '2 cloves garlic, minced', '1 pound fresh tomatillos, husked and chopped', '1 (14.5 ounce) can chicken broth', '1 (10 ounce) can diced tomatoes and green chiles (such as RO*TEL®)', '1 pound cooked, shredded chicken breast', '1 (15 ounce) can pinto beans, rinsed and drained', '1 (14.75 ounce) can cream-style corn', '1.5 teaspoons taco seasoning mix', '1.5 teaspoons chicken soup base (such as Better than Bouillon®)', '0.5 teaspoon ground cumin', 'salt and ground black pepper to taste'];['Heat oil in a Dutch oven over medium heat. Add onion and cook until translucent, about 5 minutes. Add Hatch chiles and garlic  cook until fragrant, about 1 minute. Add tomatillos, broth, and diced tomatoes and green chiles  bring to a boil.', 'Reduce heat and cook until vegetables are tender, 10 to 15 minutes. Puree with an immersion blender until smooth.', 'Add chicken, pinto beans, corn, taco seasoning, chicken base, and cumin and return to a boil. Reduce heat and simmer for 20 minutes. Season with salt and pepper and serve.'];['boil', 'simmer', 'reduce'];['dutch oven', 'oven', 'blender'];3.0;['4', '4 servings'];{'Calories': '437 kcal', 'Carbohydrates': '45 g', 'Cholesterol': '99 mg', 'Fiber': '9 g', 'Protein': '44 g', 'Saturated Fat': '2 g', 'Sodium': '1692 mg', 'Sugar': '11 g', 'Fat': '10 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/286090/chicken-tomatillo-soup/
Profanity Salmon;Heather;26/03/2025;4.4;70.0;30.0;15.0;['Dinner'];['American'];[{'ingredient': 'mayonnaise', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'teriyaki sauce', 'quantity': '3', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'wasabi paste', 'quantity': '0.25', 'unit': 'teaspoon', 'misc': 'or to taste'}, {'ingredient': 'fillet', 'quantity': '1', 'unit': 'salmon', 'misc': '1 12 pound'}, {'ingredient': 'and pepper to taste', 'quantity': '', 'unit': 'salt', 'misc': ''}, {'ingredient': 'bell pepper', 'quantity': '1', 'unit': 'green', 'misc': 'sliced'}, {'ingredient': 'onion', 'quantity': '1', 'unit': '', 'misc': 'finely chopped'}];['0.5 cup mayonnaise', '3 tablespoons teriyaki sauce', '0.25 teaspoon wasabi paste, or to taste', '1 (1 1/2 pound) salmon fillet', 'salt and pepper to taste', '1 green bell pepper, sliced', '1 onion, finely chopped'];['Preheat grill for high heat.', 'In a small bowl, blend mayonnaise, teriyaki sauce, and wasabi paste. Place salmon on a large piece of aluminum foil. Spread the mayonnaise mixture over the top of the fillet. Top with green pepper and onion. Season with salt and pepper. Fold the foil around the food and seal into a packet.', 'Place fish on the preheated grill. Cook for 10 to 15 minutes, or until the fish is easily flaked with a fork.'];['grill'];['grill'];3.0;['4', '4 servings'];{'Calories': '512 kcal', 'Carbohydrates': '7 g', 'Cholesterol': '129 mg', 'Fiber': '1 g', 'Protein': '38 g', 'Saturated Fat': '6 g', 'Sodium': '1060 mg', 'Sugar': '4 g', 'Fat': '36 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/36493/profanity-salmon/
Quinoa and Ground Turkey Meatballs;HDN;26/03/2025;5.0;1.0;15.0;20.0;['Dinner'];['American'];[{'ingredient': 'cooking spray', 'quantity': '', 'unit': 'nonstick', 'misc': ''}, {'ingredient': 'water', 'quantity': '0.75', 'unit': 'cup', 'misc': ''}, {'ingredient': 'chia seeds', 'quantity': '3', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'onions', 'quantity': '2', 'unit': 'medium', 'misc': 'peeled'}, {'ingredient': 'carrots', 'quantity': '6', 'unit': 'large', 'misc': 'peeled'}, {'ingredient': 'celery', 'quantity': '4', 'unit': 'stalks', 'misc': ''}, {'ingredient': 'baby spinach', 'quantity': '4', 'unit': 'cups', 'misc': ''}, {'ingredient': 'garlic', 'quantity': '6', 'unit': 'cloves', 'misc': ''}, {'ingredient': 'olive oil', 'quantity': '2', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'lean turkey', 'quantity': '2', 'unit': 'pounds', 'misc': 'ground'}, {'ingredient': 'quinoa', 'quantity': '2.5', 'unit': 'cups', 'misc': 'cooked'}, {'ingredient': 'eggs', 'quantity': '2', 'unit': 'large', 'misc': 'beaten'}, {'ingredient': 'low-sodium soy sauce', 'quantity': '5', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'worcestershire sauce', 'quantity': '4', 'unit': 'teaspoons', 'misc': ''}, {'ingredient': 'black pepper', 'quantity': '1', 'unit': 'teaspoon', 'misc': 'ground'}, {'ingredient': 'salt', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'reduced-sugar ketchup', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}];['nonstick cooking spray', '0.75 cup water', '3 tablespoons chia seeds', '2 medium onions, peeled', '6 large carrots, peeled', '4 stalks celery', '4 cups baby spinach', '6 cloves garlic', '2 tablespoons olive oil', '2 pounds lean ground turkey', '2.5 cups cooked quinoa', '2 large eggs, beaten', '5 tablespoons low-sodium soy sauce', '4 teaspoons Worcestershire sauce', '1 teaspoon ground black pepper', '0.5 teaspoon salt', '0.5 cup reduced-sugar ketchup'];['Preheat the oven to 375 degrees F (190 degrees C). Line a baking sheet with parchment paper and spray a little nonstick spray on it.', 'Mix water and chia seeds together in a bowl to soak  set aside for 15 minutes. Stir after a few minutes to make sure all of the chia seeds are soaking up the water.', 'Finely chop onions, carrots, celery, spinach, and garlic in a food processor.', 'Heat olive oil in a skillet over medium heat. Sauté vegetable mixture over medium heat until softened, about 8 minutes. Set it aside and let it cool a bit before mixing with other ingredients, about 10 minutes.', 'Mix turkey, quinoa, eggs, soy sauce, Worcestershire sauce, pepper, and salt together in a large bowl. Add the chia seed and water mixture (it should be sort of firm, almost like gelatin). Mix in the cooled vegetable mixture.', 'Shape turkey mixture into 48 meatballs and place onto the prepared pan. Brush with ketchup.', 'Bake in the preheated oven until no longer pink in the centers, 20 to 25 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).'];['bake', 'sauté'];['thermometer', 'skillet', 'baking sheet', 'food processor', 'pan', 'oven'];7.0;['8', '48 meatballs'];{'Calories': '360 kcal', 'Carbohydrates': '26 g', 'Cholesterol': '130 mg', 'Fiber': '6 g', 'Protein': '29 g', 'Saturated Fat': '3 g', 'Sodium': '829 mg', 'Sugar': '6 g', 'Fat': '16 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/285090/quinoa-and-ground-turkey-meatballs/
Roasted Salt & Vinegar Chickpeas;France C;26/03/2025;4.4;17.0;5.0;35.0;['Appetizer', 'Snack'];['American'];[{'ingredient': 'chickpeas', 'quantity': '1', 'unit': '', 'misc': 'drained and rinsed 15 ounce'}, {'ingredient': 'white vinegar', 'quantity': '1', 'unit': 'cup', 'misc': ''}, {'ingredient': 'olive oil', 'quantity': '1', 'unit': 'tablespoon', 'misc': ''}, {'ingredient': 'salt', 'quantity': '1', 'unit': 'teaspoon', 'misc': ''}];['1 (15 ounce) can chickpeas, drained and rinsed', '1 cup white vinegar', '1 tablespoon olive oil', '1 teaspoon salt'];['Combine chickpeas and vinegar in a large saucepan  bring to a boil. Remove from heat  let stand for 30 minutes.', 'Meanwhile, preheat the oven to 400 degrees F (200 degrees C). Line a roasting pan with aluminum foil.', 'Drain chickpeas well  discard vinegar. Spread chickpeas in the prepared roasting pan  drizzle with olive oil. Sprinkle with salt  toss to coat.', 'Roast in the preheated oven, shaking the pan every 8 to 10 minutes, until chickpeas slightly soft on the inside and crunchy on the outside, about 30 minutes. Transfer to a paper towel-lined plate to drain. Serve warm or at room temperature.'];['boil', 'roast'];['pan', 'oven', 'saucepan', 'roasting pan'];4.0;4;{'Calories': '114 kcal', 'Carbohydrates': '16 g', 'Cholesterol': '', 'Fiber': '3 g', 'Protein': '4 g', 'Saturated Fat': '1 g', 'Sodium': '791 mg', 'Sugar': '', 'Fat': '4 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/270580/roasted-salt-vinegar-chickpeas/
